Timestamp,Which A/L stream did you choose?,Did everything go well with your A/L exams?,What is your favorite subject? ,Kindly input your O/L exam results [Mathematics],Kindly input your O/L exam results [Science],Kindly input your O/L exam results [Religion],Kindly input your O/L exam results [English],Kindly input your O/L exam results [Sinhala or Tamil],Kindly input your O/L exam results [History],Kindly input your O/L exam results [Basket I],Kindly input your O/L exam results [Basket II],Kindly input your O/L exam results [Basket III],What career are you interested in pursuing? ,Which higher education field are you currently following or have you completed? ,Column 15,"If so, what kind of job do you do? ","On a scale of 1 to 5, how satisfied are you with your current job?  ","If you had the opportunity, would you prefer to do a different job? If yes, what job would you like to do?  ","What advice would you give to students selecting their A/L stream? Additionally, do you have any feedback or suggestions for improving this project? "
7/3/2025 19:52,Physical Science,"Mostly, but I faced some challenges",Combined maths,A,A,A,B,A,A,A,B,A,Agricultural economist,Agricultural field ,,,,,
7/3/2025 19:56,Commerce,"Yes, everything went well",Accounting,A,A,A,B,B,C,A,B,C,Accountant,Accounting and Business Finance,I'm currently employed,Private Sector,3,Start a business,Just follow the interested area
7/3/2025 20:00,Bio Science,"Mostly, but I faced some challenges",Biology ,A,A,A,A,A,A,A,A,A,Lecturer ,Geology ,,,,,-
7/3/2025 20:01,Physical Science,"No, I had difficulties",History ,B,A,A,B,A,A,B,A,A,"Software development, web development, or IT project managemen",HIGHER DIPLOMA IN COMPUTING AND SOFTWARE ENGINEERING ,,IT / Software Development,1,"If given the opportunity, I would prefer a job in software development, web development, or IT project management as they align with my skills and interests","For students selecting their A/L stream, I would advise choosing a field that aligns with their interests, strengths, and future career goals. If they are interested in technology, engineering, or business IT, streams like Mathematics, ICT, or Commerce would be beneficial. Researching career opportunities and seeking guidance from professionals can also help in making an informed decision.

Regarding project improvement, I suggest focusing on user experience, performance optimization, and security. Ensuring a responsive design, smooth navigation, and strong database management will enhance the project’s quality and effectiveness.
"
7/3/2025 20:08,Bio Science,"No, I had difficulties",maths ,A,B,A,A,A,A,A,C,A,Marine biologist ,Al ,I'm currently employed,Self-Employed,4,Banker,"Don’t do what others say , choose what you want "
7/3/2025 20:10,Commerce,"Yes, everything went well",Accounting ,C,B,B,B,B,C,B,A,A,Supplychain,Business management ,,,,,Work hard then you will achieve what you want
7/3/2025 20:29,Commerce,"No, I had difficulties",ENGLISH ,C,C,S,A,C,S,B,C,W,IDK,AUTOMOBILE ,,,,,
7/3/2025 20:35,Arts,"Yes, everything went well",Literature,B,B,A,A,A,A,C,A,A,Lawyer,Law,,,,,
7/3/2025 20:35,Commerce,"Mostly, but I faced some challenges",Business,C,S,C,S,C,B,A,S,S,Buisness,Buisness management,I'm currently employed,Private Sector,5,No,
7/3/2025 20:37,Technology,"Mostly, but I faced some challenges",ICT,B,C,B,C,B,B,B,C,C,IT,Software Engineering,I'm currently employed,IT / Software Development,5,,Do what you like and what you can
7/3/2025 20:37,Physical Science,"Mostly, but I faced some challenges",combined Mathematics ,A,A,B,A,C,A,B,B,B,Data analyst ,currently following computer science majoring data science ,,,,,Understand your strengths and interests. Choose a stream that aligns with your passion and long-term goals.
7/3/2025 20:40,Physical Science,"No, I had difficulties",Maths,A,A,A,B,A,B,A,A,A,Software engineering ,HND in software engineering ,,,,,
7/3/2025 20:42,Technology,"Yes, everything went well",Ict,B,B,C,B,B,C,B,B,C,BANKING SIDE,STUDYING MANAGEMENT STUDIES,I'm currently employed,Private Sector,3,"YES, BANKING","Be realistic about your ability to manage the difficulty level.
Choose subjects that challenge you but are within your capabilities."
7/3/2025 21:11,Technology,"Yes, everything went well",English,B,C,C,A,A,C,C,C,A,UI Designing,Computing,,,,,
7/3/2025 21:14,Physical Science,"Mostly, but I faced some challenges",Combined Mathematics ,A,A,A,A,A,A,C,A,A,Engineering ,Mechanical and Manufacturing Engineering ,,,,,Select the stream which he/she likes
7/3/2025 21:16,Physical Science,"Mostly, but I faced some challenges",Mathematics ,A,A,A,A,A,A,B,A,A,-,Computer science ,,,,,
7/3/2025 21:22,Arts,"Yes, everything went well",french,B,C,A,B,A,C,A,A,A,Teaching,Education and child phycology ,I'm currently employed,Teaching / Education,5,Fashion designing,
7/3/2025 21:51,Physical Science,"Mostly, but I faced some challenges",Maths,A,A,A,A,A,A,B,A,A,Data science ,IT,,IT / Software Development,3,May be,no
7/3/2025 22:31,Physical Science,"Yes, everything went well",science ,A,A,A,A,A,A,A,C,A,Engineering ,Civil Engineering ,I'm currently employed,Private Sector,3,,
7/3/2025 22:37,Physical Science,"No, I had difficulties",ICT ,C,S,A,A,C,C,C,C,C,Software engineering ,Foundation ,,,,,
7/3/2025 22:46,Arts,"Yes, everything went well",IT,C,C,A,C,B,B,C,S,C,Photographer,IT,,Self-Employed,5,I don’t like jobs,"You should choose subjects that you think you can pass, rather than choosing subjects based on what others are doing"
7/3/2025 22:59,Commerce,"Mostly, but I faced some challenges",Maths ,A,A,A,A,A,B,A,B,A,I'm interested in pursuing a career in auditing and taxation..,Accounting and finance ,,,,,"When selecting an A/L stream, choose subjects that match their interests and strengths while also considering future career opportunities.they need think about the difficulty level and be prepared for the workload. Seek guidance from teachers, seniors, and professionals to make an informed decision. Keeping their options open will help them to adapt to different career paths in the future."
7/3/2025 23:00,Arts,"Yes, everything went well",Dancing,A,C,C,A,A,C,A,A,C,Dancing,Hotel management (currently following),I'm currently employed,Private Sector,4,No,As they wish
7/3/2025 23:02,Bio Science,"Yes, everything went well",maths,B,B,A,A,A,A,B,A,A,Sales and Marketing ,Post Graduate Diploma in Marketing ,I'm currently employed,Private Sector,3,,Understand one’s strengths and interests and then align to your career goals . Initially it would be difficult to realize what would work for you so it’s okay to try different fields until you find what you’re really passionate about .
7/3/2025 23:06,Physical Science,"Mostly, but I faced some challenges",maths ,A,B,A,C,B,A,A,A,A,Mechanical Engineer,Mechanical Engineering ,I'm currently employed,Government Sector,1,Business ,
7/3/2025 23:10,Commerce,"Yes, everything went well",Econ,A,A,A,A,A,A,A,A,A,Business ,Software engineering ,I'm currently employed,IT / Software Development,4,Pilot ,
7/3/2025 23:32,Physical Science,"Yes, everything went well",Combined Mathematics ,A,A,A,A,B,A,A,S,A,Data Science,Computer Science ,,IT / Software Development,,No ,I would advice them to follow latest trends in the global platform. 
7/3/2025 23:35,Commerce,"Mostly, but I faced some challenges",Accounting ,C,B,B,C,B,B,B,A,B,Software engineering ,Software engineering ,I'm currently employed,IT / Software Development,4,Businessman ,"If you can do something,do it well "
8/3/2025 0:13,Physical Science,"Mostly, but I faced some challenges",ICT,A,C,A,A,C,C,A,A,A,Software Engineering & Grapic Design,,,,,Yes Grapic Deisgn ,
8/3/2025 0:19,Commerce,"Yes, everything went well",Accounting ,C,C,B,C,A,C,B,C,A,Business ,Sports Science & Management ,I'm currently employed,Self-Employed,5,Accountant ,Choose what you like the most and are most good at.
8/3/2025 0:22,Bio Science,"Mostly, but I faced some challenges",english,C,C,A,A,A,A,A,B,A,Law/TV Presenter,Just A/Ls only,,Businesses + Self employed or Private sector ,,Professional Actor/Architecture/Teaching/,Yeah!for a/l guysss you should follow your own way.don’t think science stream is the best blah blah blah.for science students there are so many opportunities but don’t use other’s methods or other’s thoughts when you’re selecting a stream.just focus on your skill & go through it……anddd i have a suggestion.add some multiple choices for careers and others..
8/3/2025 0:28,Arts,"Mostly, but I faced some challenges",English ,C,B,A,A,A,A,A,A,A,physiologist ,Sport Science &Management ,I'm currently employed,Government Sector,2,No,Choose correct stream for you future career
8/3/2025 0:29,Arts,"Yes, everything went well",Geography ,C,C,C,B,B,C,B,C,B,Machinist ,Civil engineering ,I'm currently employed,Machinest,2,No i like this side ,"If you can get learn in allways , if the place will design to yoi"
8/3/2025 0:32,Physical Science,"Yes, everything went well",science ,A,B,A,A,A,A,A,B,A,Engineering ,Software Engineering,,,,,Research university entry requirements and job opportunities in your chosen field.
8/3/2025 0:36,Commerce,"Mostly, but I faced some challenges",Econ,A,A,A,A,B,A,A,B,A,Software engineer ,Computer science ,,,,,
8/3/2025 0:41,Technology,"Yes, everything went well",science ,A,B,A,A,A,B,B,B,B,network engineer ,HD in networking ,I'm currently employed,IT / Software Development,3,Medical student,work hard 
8/3/2025 1:22,Physical Science,"Mostly, but I faced some challenges",science,A,A,A,A,A,A,A,A,A,Biomedical Engineering/mechatronics,Engineering,,,,,Select the stream according to your preference no to the like of others 
8/3/2025 2:44,Physical Science,"Yes, everything went well",ICT,A,A,A,A,A,A,A,A,A,Project Manager ,Information Systems,I'm currently employed,Private Sector,5,No,
8/3/2025 6:08,Physical Science,"Yes, everything went well",maths,A,A,A,A,A,A,A,A,A,Engineering ,Civil Engineering ,,,,,
8/3/2025 6:16,Physical Science,"Mostly, but I faced some challenges",science ,A,B,B,C,C,B,A,A,B,Quality engineer ,Software ,I'm currently employed,Private Sector,3,Qe,If you passionate about subject then do it
8/3/2025 7:21,Physical Science,"Mostly, but I faced some challenges",ICT,A,A,A,A,A,A,B,B,A,Software Engineering ,Software Engineering ,I'm currently employed,IT / Software Development,3,UI/UX,
8/3/2025 7:30,Arts,"Yes, everything went well",Agri,B,A,A,C,C,C,A,A,C,Business,tourism and hospitality management,I'm currently employed,Private Sector,5,,Get an education that can turn your education into money in the future.
8/3/2025 7:46,Bio Science,"Mostly, but I faced some challenges",science,A,A,A,A,A,A,A,B,A,Business management,Agri business management,,Private Sector,,,Do your current works daily
8/3/2025 8:36,Commerce,"Mostly, but I faced some challenges",Accounting ,A,B,A,B,A,A,A,A,B,Accountant ,B.Sc. Accounting (Special) Degree,I'm currently employed,Private Sector,4,,
8/3/2025 8:45,Commerce,"Yes, everything went well",ICT,B,C,A,A,A,A,A,A,B,UI/UX designer ,Information technology ,,,,,
8/3/2025 8:48,Arts,"Yes, everything went well",Agri Science,C,S,C,S,B,C,A,S,A,Electrician,Electrical engineering,,Self-Employed,,No,"Before selecting Advanced Level subjects, you must know and choose the subject stream that suits it
"
8/3/2025 9:04,Physical Science,"No, I had difficulties",Maths ,A,A,A,A,A,A,A,A,A,Engineering ,Mechanical engineering ,,,,,
8/3/2025 9:20,Physical Science,"Yes, everything went well",maths,A,A,A,A,A,A,A,B,A,IT,Computer science,,,,,
8/3/2025 9:46,Physical Science,"Mostly, but I faced some challenges",science ,A,A,A,A,A,A,A,A,A,Data analysis ,Computer Science ,,,,,
8/3/2025 9:50,Technology,"No, I had difficulties",Ict,B,A,A,A,A,A,A,B,A,Data scientist,Data science,I'm currently employed,Private Sector,4,,
8/3/2025 9:50,Bio Science,"Mostly, but I faced some challenges",Sinhala,A,A,A,A,A,A,A,A,A,Bio,,,Government Sector,5,Business ,
8/3/2025 10:00,Technology,"Mostly, but I faced some challenges",Agri,B,C,A,C,B,B,A,A,A,Food quality ,Seafood technology ,I'm currently employed,Private Sector,5,No,Choose a good valuable subject 
8/3/2025 11:19,Physical Science,"Mostly, but I faced some challenges",Combined Mathematics,A,A,A,C,B,A,A,A,A,Software Engineer,Software Engineer,I'm currently employed,Private Sector,4,,
8/3/2025 11:42,Bio Science,"Mostly, but I faced some challenges",Mathematics,A,A,A,A,A,B,A,B,A,Fashion design or art related career ,Software engineering ,I'm currently employed,IT / Software Development,3,Quality Control / Fashion Design / Music Production,"I don’t recommend taking A/Ls. However, if you do, I suggest studying mathematics."
8/3/2025 12:31,Arts,"Yes, everything went well",Literature,B,B,A,B,B,B,A,B,B,Secretary,Human resource management,I'm currently employed,Private Sector,1,,"You should choose an A-level course that will allow you to do a job of your choice.
This project was excellent."
8/3/2025 12:40,Physical Science,"Mostly, but I faced some challenges",maths,A,A,A,A,A,A,B,B,A,Software Engineering,Computer Science,I'm currently employed,IT / Software Development,4,No,"Don't let the Sri Lankan education system choose your path, follow your passion and choose your own path. Train yourself everyday and understand the importance of self-learning"
8/3/2025 13:04,Physical Science,"Yes, everything went well",Combined maths,A,A,A,A,A,A,A,C,A,Engineering,Electrical engineering,,,,,
8/3/2025 13:33,Bio Science,"Yes, everything went well",science,C,A,A,A,A,B,A,A,A,Tea taster,Management,I'm currently employed,Government Sector,4,,
8/3/2025 16:11,Physical Science,"No, I had difficulties",Combined maths,A,A,A,A,A,A,A,B,C,Mechanical Engineer,Mechanical engineering,I'm currently employed,Private Sector,3,Yes. An engineering job,"Just work as hard as you can in those two years as Ajantha sir says or just don't do the exam, it's a waist of time"
8/3/2025 16:31,Physical Science,"No, I had difficulties",ICT,A,B,A,A,A,A,A,B,B,IT,Bsc(Hons) Computer Security,I'm currently employed,IT / Software Development,3,Hybrid or Remote Job,I am not a suitable person to give advices to AL stream.
8/3/2025 17:20,Technology,"Mostly, but I faced some challenges",technology,C,B,C,A,C,B,A,A,C,Engineering ,Mechanical Engineering ,I'm currently employed,Private Sector,4,,
8/3/2025 18:45,Physical Science,"Yes, everything went well",IT,A,B,C,B,A,A,A,A,A,Business ,Bussiness Management ,I'm currently employed,Private Sector,2,Yes,
8/3/2025 18:50,Commerce,"Yes, everything went well",Business studies,W,W,W,C,W,W,B,C,C,Sl Army,Graduated,I'm currently employed,IT / Software Development,3,Yes. Data analytis ,When you are selecting the subjects you have to think twise because the world is on a game.
8/3/2025 19:03,Physical Science,"Mostly, but I faced some challenges",maths,A,A,A,A,A,A,A,B,C,MOTOR MECHANIC,NO,I'm currently employed,Private Sector,4,MOTOR MECHANICAL ENGINEERING,??
8/3/2025 19:34,Arts,"Yes, everything went well",English literature,B,B,A,A,A,A,A,A,A,Banker,Business administration,I'm currently employed,Private Sector,4,Yea,
8/3/2025 19:49,Bio Science,"Mostly, but I faced some challenges",science,A,A,A,A,A,A,A,A,B,Microbiologist,Biological science,,,,,
8/3/2025 19:53,Arts,"Yes, everything went well",Geography ,C,C,A,A,A,A,A,B,C,Teaching ,HND English ,,,,,"Great project! Make it more interactive and add career insights. Keep it simple and student-friendly.

"
8/3/2025 20:23,Commerce,"Yes, everything went well",Accounting,A,C,B,A,A,B,A,C,B,Banker,Higher diploma,I'm currently employed,Private Sector,3,"Yes, Cricketer",Persue your passion not the subject your parents choose you
8/3/2025 20:32,Arts,"Yes, everything went well",Dancing ,C,C,B,C,A,A,A,A,B,Fashion designer ,fashion design,,,,,No
8/3/2025 21:00,Physical Science,"Mostly, but I faced some challenges",Maths,B,C,A,C,B,A,C,S,B,Sports Manager,Sport Management,,,,"Yes , Engineer",The advice I give is that it would be better if you do maths for A/L.
8/3/2025 21:09,Arts,"Yes, everything went well",English Literature,A,A,A,A,A,A,A,B,A,Aviation Field,Teaching English as a Second Language,,works as a language teacher in an institute ,4,,
8/3/2025 21:40,Arts,"Mostly, but I faced some challenges",German ,B,B,A,A,A,C,A,B,A,Educator , Early Childhood Education ,I'm currently employed,Teaching / Education,5,,
8/3/2025 22:15,Physical Science,"Mostly, but I faced some challenges",Maths,A,A,A,A,A,A,A,A,A,System Engineer or Software Engineer,Computer Systems Engineering,,,,,
9/3/2025 8:22,Commerce,"Mostly, but I faced some challenges",Accounting,B,B,A,B,A,B,A,A,A,Finance ,Finance,I'm currently employed,Private Sector,4,IT industry,"Advice for A/L students: Choose a stream based on your interests, strengths and future career goals. Research your options and seek guidance from professionals.

Feedback on the project: It’s well-structured. Adding real-life examples or career assessment tools could make it even more helpful."
9/3/2025 9:02,Physical Science,"Mostly, but I faced some challenges",science ,A,A,A,A,A,A,A,A,B,Software development ,Quality Assurance Engineering ,I'm currently employed,Private Sector,3,,
9/3/2025 9:21,Physical Science,"Yes, everything went well",Combined maths,A,A,A,A,A,A,A,A,B,Data analysis,,,,,,"choose your all subject wisely. 

"
9/3/2025 15:27,Bio Science,"Yes, everything went well",maths,A,A,A,A,A,A,A,A,A,Medicine ,Medicine ,I'm currently employed,Government Sector,3,Yes ,Choose a career pathway with overseas opportunities 
9/3/2025 15:49,Arts,"Mostly, but I faced some challenges",ECONOMICS ,A,A,A,A,A,A,C,A,A,BANKING,BACHELOR OF ARTS,I'm currently employed,Government Sector,4,NO,
9/3/2025 21:03,Physical Science,"Yes, everything went well",Maths,A,A,A,A,A,A,A,A,A,Maths ,Mechanical Engineering ,I'm currently employed,Private Sector,5,.,.
9/3/2025 21:03,Technology,"Mostly, but I faced some challenges",Ict,B,C,A,C,A,B,C,C,B,web development,I am currently studying at SLIATE.(web development),,,,,
10/3/2025 1:40,Bio Science,"Mostly, but I faced some challenges",science,C,A,A,S,B,A,A,S,A,Farming,Agriculture ,,,3,,
10/3/2025 6:19,Physical Science,"Yes, everything went well",maths,A,A,A,B,A,A,B,B,A,Electrical and Electronics Engineer ,Electrical and Electronics Engineering ,I'm currently employed,Private Sector,5,Teaching,"prioritize your interests and strengths, explore your options, and seek guidance from teachers or counselors to make an informed decision that aligns with your future goals. 
"
10/3/2025 10:19,Arts,"Mostly, but I faced some challenges",Japanese ,C,S,A,A,S,S,A,B,S,UI/UX Development,Software Engineering,I'm currently employed,IT / Software Development,4,Graphic Design,
10/3/2025 12:03,Physical Science,"Mostly, but I faced some challenges",IT,A,B,B,B,C,C,C,B,A,Frontend and UI UX developer. ,IT,I'm currently employed,IT / Software Development,3,"Yes, I want to be a content creator. ",Choose wisely. 
10/3/2025 13:37,Physical Science,"Mostly, but I faced some challenges",science,C,C,B,B,B,A,B,A,A,Maritime ,Nautical scince ,,Seafarer ,4,,Choose the subject you like and work hard
10/3/2025 15:51,Commerce,"Mostly, but I faced some challenges",Business Studies,B,C,A,A,B,C,A,B,A,Work in Digital media & Production Side,Television Production technology,I'm currently employed,Private Sector,5,No,Move forward in your strengths and set a goal. Work with a plan and guidance from adults.
10/3/2025 16:22,Commerce,"Yes, everything went well",Information Technology ,A,A,A,A,A,A,C,A,A,Data analyst ,Data science ,I'm currently employed,Private Sector,5,No,Follow a consistent route throughout in the studies 
10/3/2025 19:45,Physical Science,"Mostly, but I faced some challenges",maths,A,A,A,A,A,A,A,A,A,Engineering ,Engineering ,,,,,Just follow your passion nothing else matters
10/3/2025 22:26,Commerce,"Mostly, but I faced some challenges",Economy ,B,C,A,B,A,A,A,A,B,Marketing ,Business management ,I'm currently employed,Private Sector,5,No,
12/3/2025 10:40,Bio Science,"No, I had difficulties",ict,A,A,A,A,A,A,A,A,A,Software Engineer ,BSc IT (Hons) Undergraduate ,I'm currently employed,IT / Software Development,3,No,"Do what you love, don't choose your subjects for anyone else's sake."
12/3/2025 10:42,Bio Science,"Yes, everything went well",Maths,A,A,A,A,A,A,A,A,B,Medicine,Bachelor of medicine,,,,,
